user_id,user_first_touch_timestamp,email,updated
UA000000107389284,1593879965734466,null,2025-02-03T01:18:12.545+0000
UA000000107389307,1593879968113018,null,2025-02-03T01:18:12.545+0000
UA000000107389309,1593879968162227,null,2025-02-03T01:18:12.545+0000
UA000000107389315,1593879968985617,null,2025-02-03T01:18:12.545+0000
UA000000107389329,1593879970624161,null,2025-02-03T01:18:12.545+0000
UA000000107389332,1593879971024749,null,2025-02-03T01:18:12.545+0000
UA000000107389629,1593880004128513,null,2025-02-03T01:18:12.545+0000
UA000000107389733,1593880016891125,null,2025-02-03T01:18:12.545+0000
UA000000107389773,1593880020722913,null,2025-02-03T01:18:12.545+0000
UA000000107389778,1593880021292124,null,2025-02-03T01:18:12.545+0000
UA000000107389877,1593880032325101,null,2025-02-03T01:18:12.545+0000
UA000000107389899,1593880034659762,null,2025-02-03T01:18:12.545+0000
UA000000107389940,1593880040559030,null,2025-02-03T01:18:12.545+0000
UA000000107390009,1593880046445235,null,2025-02-03T01:18:12.545+0000
UA000000107390200,1593880063306222,null,2025-02-03T01:18:12.545+0000
UA000000107390211,1593880064425772,null,2025-02-03T01:18:12.545+0000
UA000000107390220,1593880064916609,null,2025-02-03T01:18:12.545+0000
UA000000107390259,1593880068494633,null,2025-02-03T01:18:12.545+0000
UA000000107390289,1593880072629778,null,2025-02-03T01:18:12.545+0000
UA000000107390386,1593880081301259,null,2025-02-03T01:18:12.545+0000
UA000000107390544,1593880096681799,null,2025-02-03T01:18:12.545+0000
UA000000107390723,1593880114490046,null,2025-02-03T01:18:12.545+0000
UA000000107390788,1593880121354219,null,2025-02-03T01:18:12.545+0000
UA000000107390859,1593880129935464,null,2025-02-03T01:18:12.545+0000
UA000000107390971,1593880141436897,null,2025-02-03T01:18:12.545+0000
UA000000107390982,1593880142682121,null,2025-02-03T01:18:12.545+0000
UA000000107390999,1593880144187084,null,2025-02-03T01:18:12.545+0000
UA000000107391052,1593880149543040,null,2025-02-03T01:18:12.545+0000
UA000000107391079,1593880153086799,null,2025-02-03T01:18:12.545+0000
UA000000107391088,1593880154273002,null,2025-02-03T01:18:12.545+0000
UA000000107391135,1593880158630188,null,2025-02-03T01:18:12.545+0000
UA000000107391149,1593880160039889,null,2025-02-03T01:18:12.545+0000
UA000000107391172,1593880162406686,null,2025-02-03T01:18:12.545+0000
UA000000107391209,1593880166722069,millerjonathan@hotmail.com,2025-02-03T01:18:12.545+0000
UA000000107391209,1593880166722069,null,2025-02-03T01:18:12.545+0000
UA000000107391368,1593880183600312,christopher0850@gmail.com,2025-02-03T01:18:12.545+0000
UA000000107391368,1593880183600312,null,2025-02-03T01:18:12.545+0000
UA000000107391442,1593880189847959,null,2025-02-03T01:18:12.545+0000
UA000000107391553,1593880201744891,null,2025-02-03T01:18:12.545+0000
UA000000107391573,1593880204280238,null,2025-02-03T01:18:12.545+0000
UA000000107391597,1593880206481325,null,2025-02-03T01:18:12.545+0000
UA000000107391685,1593880214311235,null,2025-02-03T01:18:12.545+0000
UA000000107391697,1593880215253604,null,2025-02-03T01:18:12.545+0000
UA000000107391736,1593880218714655,null,2025-02-03T01:18:12.545+0000
UA000000107391768,1593880222699682,null,2025-02-03T01:18:12.545+0000
UA000000107391995,1593880246854668,null,2025-02-03T01:18:12.545+0000
UA000000107392032,1593880251690096,null,2025-02-03T01:18:12.545+0000
UA000000107392195,1593880267633134,null,2025-02-03T01:18:12.545+0000
UA000000107392221,1593880271052973,null,2025-02-03T01:18:12.545+0000
UA000000107392307,1593880280737921,null,2025-02-03T01:18:12.545+0000
UA000000107392409,1593880294227231,null,2025-02-03T01:18:12.545+0000
UA000000107392574,1593880311459583,null,2025-02-03T01:18:12.545+0000
UA000000107392636,1593880317686088,null,2025-02-03T01:18:12.545+0000
UA000000107392705,1593880325965910,null,2025-02-03T01:18:12.545+0000
UA000000107392855,1593880342116334,nicholssandra@hotmail.com,2025-02-03T01:18:12.545+0000
UA000000107392855,1593880342116334,null,2025-02-03T01:18:12.545+0000
UA000000107392926,1593880349970004,null,2025-02-03T01:18:12.545+0000
UA000000107392958,1593880354144347,null,2025-02-03T01:18:12.545+0000
UA000000107392960,1593880354161562,null,2025-02-03T01:18:12.545+0000
UA000000107393148,1593880376558559,null,2025-02-03T01:18:12.545+0000
UA000000107393204,1593880381565343,null,2025-02-03T01:18:12.545+0000
UA000000107393208,1593880381843400,null,2025-02-03T01:18:12.545+0000
UA000000107393224,1593880383467059,null,2025-02-03T01:18:12.545+0000
UA000000107393336,1593880395160962,null,2025-02-03T01:18:12.545+0000
UA000000107393392,1593880400615586,null,2025-02-03T01:18:12.545+0000
UA000000107393406,1593880401805976,null,2025-02-03T01:18:12.545+0000
UA000000107393733,1593880435566487,null,2025-02-03T01:18:12.545+0000
UA000000107393857,1593880449855773,null,2025-02-03T01:18:12.545+0000
UA000000107393878,1593880452156698,null,2025-02-03T01:18:12.545+0000
UA000000107393899,1593880453915695,null,2025-02-03T01:18:12.545+0000
UA000000107393963,1593880458867070,null,2025-02-03T01:18:12.545+0000
UA000000107393989,1593880461587860,null,2025-02-03T01:18:12.545+0000
UA000000107394114,1593880474652887,null,2025-02-03T01:18:12.545+0000
UA000000107394135,1593880477041679,null,2025-02-03T01:18:12.545+0000
UA000000107394136,1593880477145661,null,2025-02-03T01:18:12.545+0000
UA000000107394247,1593880489041311,null,2025-02-03T01:18:12.545+0000
UA000000107394461,1593880511685871,null,2025-02-03T01:18:12.545+0000
UA000000107394499,1593880515499555,null,2025-02-03T01:18:12.545+0000
UA000000107395112,1593880578440398,null,2025-02-03T01:18:12.545+0000
UA000000107395126,1593880579547398,null,2025-02-03T01:18:12.545+0000
UA000000107395136,1593880580520931,null,2025-02-03T01:18:12.545+0000
UA000000107395144,1593880581929169,null,2025-02-03T01:18:12.545+0000
UA000000107395200,1593880586979135,null,2025-02-03T01:18:12.545+0000
UA000000107395263,1593880594670143,null,2025-02-03T01:18:12.545+0000
UA000000107395355,1593880604865045,null,2025-02-03T01:18:12.545+0000
UA000000107395398,1593880608666175,null,2025-02-03T01:18:12.545+0000
UA000000107395489,1593880616363655,null,2025-02-03T01:18:12.545+0000
UA000000107395514,1593880619816280,null,2025-02-03T01:18:12.545+0000
UA000000107395526,1593880621093042,null,2025-02-03T01:18:12.545+0000
UA000000107395532,1593880622839579,null,2025-02-03T01:18:12.545+0000
UA000000107395750,1593880643369479,null,2025-02-03T01:18:12.545+0000
UA000000107395852,1593880653531162,null,2025-02-03T01:18:12.545+0000
UA000000107395854,1593880653542034,null,2025-02-03T01:18:12.545+0000
UA000000107396078,1593880675340904,null,2025-02-03T01:18:12.545+0000
UA000000107396111,1593880678252189,null,2025-02-03T01:18:12.545+0000
UA000000107396169,1593880683896800,null,2025-02-03T01:18:12.545+0000
UA000000107396225,1593880689503261,null,2025-02-03T01:18:12.545+0000
UA000000107396400,1593880706912598,null,2025-02-03T01:18:12.545+0000
UA000000107396431,1593880710037918,null,2025-02-03T01:18:12.545+0000
UA000000107396470,1593880713939491,null,2025-02-03T01:18:12.545+0000
UA000000107396518,1593880719025058,null,2025-02-03T01:18:12.545+0000
UA000000107396522,1593880719444085,null,2025-02-03T01:18:12.545+0000
UA000000107396590,1593880726297155,null,2025-02-03T01:18:12.545+0000
UA000000107396659,1593880733599283,jordancain@yahoo.com,2025-02-03T01:18:12.545+0000
UA000000107396659,1593880733599283,null,2025-02-03T01:18:12.545+0000
UA000000107396804,1593880748890651,null,2025-02-03T01:18:12.545+0000
UA000000107396937,1593880762378384,null,2025-02-03T01:18:12.545+0000
UA000000107396952,1593880764478281,null,2025-02-03T01:18:12.545+0000
UA000000107397033,1593880772357208,null,2025-02-03T01:18:12.545+0000
UA000000107397037,1593880772654848,null,2025-02-03T01:18:12.545+0000
UA000000107397284,1593880801668899,null,2025-02-03T01:18:12.545+0000
UA000000107397299,1593880802963656,null,2025-02-03T01:18:12.545+0000
UA000000107397643,1593880838082657,null,2025-02-03T01:18:12.545+0000
UA000000107397728,1593880847285477,null,2025-02-03T01:18:12.545+0000
UA000000107397879,1593880863170380,null,2025-02-03T01:18:12.545+0000
UA000000107397950,1593880872259777,null,2025-02-03T01:18:12.545+0000
UA000000107397958,1593880873214683,null,2025-02-03T01:18:12.545+0000
UA000000107398037,1593880882964262,null,2025-02-03T01:18:12.545+0000
UA000000107398145,1593880893591631,null,2025-02-03T01:18:12.545+0000
UA000000107398535,1593880937107661,jeffreycarr@smith.com,2025-02-03T01:18:12.545+0000
UA000000107398535,1593880937107661,null,2025-02-03T01:18:12.545+0000
UA000000107398550,1593880938897809,null,2025-02-03T01:18:12.545+0000
UA000000107398789,1593880966199086,null,2025-02-03T01:18:12.545+0000
UA000000107398797,1593880966624479,null,2025-02-03T01:18:12.545+0000
UA000000107398926,1593880979587126,null,2025-02-03T01:18:12.545+0000
UA000000107399074,1593880993502175,null,2025-02-03T01:18:12.545+0000
UA000000107399307,1593881017841122,null,2025-02-03T01:18:12.545+0000
UA000000107399425,1593881030377740,null,2025-02-03T01:18:12.545+0000
UA000000107399518,1593881039699907,null,2025-02-03T01:18:12.545+0000
UA000000107399545,1593881041387634,null,2025-02-03T01:18:12.545+0000
UA000000107399570,1593881044187324,null,2025-02-03T01:18:12.545+0000
UA000000107399610,1593881047976486,null,2025-02-03T01:18:12.545+0000
UA000000107399632,1593881050064083,null,2025-02-03T01:18:12.545+0000
UA000000107400035,1593881095770512,null,2025-02-03T01:18:12.545+0000
UA000000107362433,1593877014978109,santanawilliam@munoz.biz,2025-02-03T01:18:12.545+0000
UA000000107386250,1593879628637203,null,2025-02-03T01:18:12.545+0000
UA000000107390169,1593880060004394,null,2025-02-03T01:18:12.545+0000
UA000000107391757,1593880221273552,null,2025-02-03T01:18:12.545+0000
UA000000107393013,1593880360146671,null,2025-02-03T01:18:12.545+0000
UA000000107399077,1593880993817476,null,2025-02-03T01:18:12.545+0000
UA000000107355987,1593876269167805,robert03@cohen-kaiser.net,2025-02-03T01:18:12.545+0000
UA000000107356825,1593876365676183,sullivanjohn@dunn.com,2025-02-03T01:18:12.545+0000
UA000000107362835,1593877055181138,lucas59@murray-allison.com,2025-02-03T01:18:12.545+0000
UA000000107375364,1593878433660312,james60@lyons.biz,2025-02-03T01:18:12.545+0000
UA000000107377392,1593878661450140,richardsmith@lowe-fuller.com,2025-02-03T01:18:12.545+0000
UA000000107377819,1593878709712036,jennaberry@yahoo.com,2025-02-03T01:18:12.545+0000
UA000000107378680,1593878809043928,jjohnson85@gmail.com,2025-02-03T01:18:12.545+0000
UA000000107381244,1593879087177901,krystal33@nichols-gonzales.biz,2025-02-03T01:18:12.545+0000
UA000000107382007,1593879169908682,mflores35@gmail.com,2025-02-03T01:18:12.545+0000
UA000000107383039,1593879279163480,phillipsrobert@jenkins-caldwell.com,2025-02-03T01:18:12.545+0000
UA000000107383270,1593879305714912,null,2025-02-03T01:18:12.545+0000
UA000000107383310,1593879309938195,null,2025-02-03T01:18:12.545+0000
UA000000107383319,1593879310749315,null,2025-02-03T01:18:12.545+0000
UA000000107383391,1593879319764217,null,2025-02-03T01:18:12.545+0000
UA000000107383453,1593879326920753,null,2025-02-03T01:18:12.545+0000
UA000000107383486,1593879331286120,doughertydarlene@yahoo.com,2025-02-03T01:18:12.545+0000
UA000000107383486,1593879331286120,null,2025-02-03T01:18:12.545+0000
UA000000107383531,1593879336265416,null,2025-02-03T01:18:12.545+0000
UA000000107383635,1593879348482720,null,2025-02-03T01:18:12.545+0000
UA000000107383652,1593879350854706,taylorspencer@hughes.com,2025-02-03T01:18:12.545+0000
UA000000107383652,1593879350854706,null,2025-02-03T01:18:12.545+0000
UA000000107383981,1593879387457305,null,2025-02-03T01:18:12.545+0000
UA000000107384172,1593879409361515,brownjustin@yahoo.com,2025-02-03T01:18:12.545+0000
UA000000107384172,1593879409361515,null,2025-02-03T01:18:12.545+0000
UA000000107384208,1593879413256859,sarahfields@vaughn.net,2025-02-03T01:18:12.545+0000
UA000000107384208,1593879413256859,null,2025-02-03T01:18:12.545+0000
UA000000107384227,1593879414941713,null,2025-02-03T01:18:12.545+0000
UA000000107384281,1593879419958793,null,2025-02-03T01:18:12.545+0000
UA000000107384398,1593879432500005,null,2025-02-03T01:18:12.545+0000
UA000000107384430,1593879436288445,null,2025-02-03T01:18:12.545+0000
UA000000107384438,1593879437309260,null,2025-02-03T01:18:12.545+0000
UA000000107384602,1593879455703282,null,2025-02-03T01:18:12.545+0000
UA000000107384682,1593879463376278,carl60@cobb.com,2025-02-03T01:18:12.545+0000
UA000000107384682,1593879463376278,null,2025-02-03T01:18:12.545+0000
UA000000107384806,1593879474777300,null,2025-02-03T01:18:12.545+0000
UA000000107384818,1593879475954537,null,2025-02-03T01:18:12.545+0000
UA000000107384860,1593879480033527,null,2025-02-03T01:18:12.545+0000
UA000000107384903,1593879484619391,null,2025-02-03T01:18:12.545+0000
UA000000107384948,1593879488463389,null,2025-02-03T01:18:12.545+0000
UA000000107385001,1593879493657387,null,2025-02-03T01:18:12.545+0000
UA000000107385063,1593879500417078,null,2025-02-03T01:18:12.545+0000
UA000000107385097,1593879503555433,null,2025-02-03T01:18:12.545+0000
UA000000107385140,1593879510065517,null,2025-02-03T01:18:12.545+0000
UA000000107385170,1593879513293082,null,2025-02-03T01:18:12.545+0000
UA000000107385269,1593879524256811,null,2025-02-03T01:18:12.545+0000
UA000000107385415,1593879540753710,null,2025-02-03T01:18:12.545+0000
UA000000107385455,1593879544797107,null,2025-02-03T01:18:12.545+0000
UA000000107385531,1593879553122049,jonathan47@jackson.com,2025-02-03T01:18:12.545+0000
UA000000107385531,1593879553122049,null,2025-02-03T01:18:12.545+0000
UA000000107385645,1593879565632806,null,2025-02-03T01:18:12.545+0000
UA000000107385738,1593879574204499,null,2025-02-03T01:18:12.545+0000
UA000000107385872,1593879586532409,null,2025-02-03T01:18:12.545+0000
UA000000107385958,1593879596762016,null,2025-02-03T01:18:12.545+0000
UA000000107386101,1593879612953710,null,2025-02-03T01:18:12.545+0000
UA000000107386109,1593879613964540,null,2025-02-03T01:18:12.545+0000
UA000000107386137,1593879617199799,null,2025-02-03T01:18:12.545+0000
UA000000107386170,1593879620724482,null,2025-02-03T01:18:12.545+0000
UA000000107386262,1593879630135690,eperry59@gmail.com,2025-02-03T01:18:12.545+0000
UA000000107386262,1593879630135690,null,2025-02-03T01:18:12.545+0000
UA000000107386291,1593879633512898,null,2025-02-03T01:18:12.545+0000
UA000000107386311,1593879635914452,null,2025-02-03T01:18:12.545+0000
UA000000107386328,1593879638157328,null,2025-02-03T01:18:12.545+0000
UA000000107386390,1593879644054318,null,2025-02-03T01:18:12.545+0000
UA000000107386418,1593879647520414,null,2025-02-03T01:18:12.545+0000
UA000000107386464,1593879652288967,null,2025-02-03T01:18:12.545+0000
UA000000107386507,1593879656687856,null,2025-02-03T01:18:12.545+0000
UA000000107386622,1593879668638703,null,2025-02-03T01:18:12.545+0000
UA000000107386648,1593879672740403,null,2025-02-03T01:18:12.545+0000
UA000000107386733,1593879683146146,null,2025-02-03T01:18:12.545+0000
UA000000107386796,1593879691185966,null,2025-02-03T01:18:12.545+0000
UA000000107386834,1593879696449871,null,2025-02-03T01:18:12.545+0000
UA000000107386853,1593879697714825,null,2025-02-03T01:18:12.545+0000
UA000000107386855,1593879697818553,null,2025-02-03T01:18:12.545+0000
UA000000107386871,1593879699678541,null,2025-02-03T01:18:12.545+0000
UA000000107386871,1593879699678541,fordcharles@mata.biz,2025-02-03T01:18:12.545+0000
UA000000107386926,1593879706173417,null,2025-02-03T01:18:12.545+0000
UA000000107387141,1593879728916324,null,2025-02-03T01:18:12.545+0000
UA000000107387142,1593879728995846,null,2025-02-03T01:18:12.545+0000
UA000000107387275,1593879744269144,null,2025-02-03T01:18:12.545+0000
UA000000107387295,1593879746415132,null,2025-02-03T01:18:12.545+0000
UA000000107387302,1593879746802437,null,2025-02-03T01:18:12.545+0000
UA000000107387396,1593879758441937,null,2025-02-03T01:18:12.545+0000
UA000000107387592,1593879781176372,null,2025-02-03T01:18:12.545+0000
UA000000107387609,1593879783099225,null,2025-02-03T01:18:12.545+0000
UA000000107387680,1593879790747100,null,2025-02-03T01:18:12.545+0000
UA000000107387701,1593879792474102,null,2025-02-03T01:18:12.545+0000
UA000000107387777,1593879800943012,null,2025-02-03T01:18:12.545+0000
UA000000107388026,1593879826742839,null,2025-02-03T01:18:12.545+0000
UA000000107388029,1593879827065190,null,2025-02-03T01:18:12.545+0000
UA000000107388034,1593879827727781,null,2025-02-03T01:18:12.545+0000
UA000000107388182,1593879843590817,null,2025-02-03T01:18:12.545+0000
UA000000107388217,1593879847360123,robin93@yahoo.com,2025-02-03T01:18:12.545+0000
UA000000107388217,1593879847360123,null,2025-02-03T01:18:12.545+0000
UA000000107388218,1593879847499191,null,2025-02-03T01:18:12.545+0000
UA000000107388394,1593879865482251,null,2025-02-03T01:18:12.545+0000
UA000000107388547,1593879881541587,null,2025-02-03T01:18:12.545+0000
UA000000107388551,1593879881982730,robertwatson@cohen.biz,2025-02-03T01:18:12.545+0000
UA000000107388551,1593879881982730,null,2025-02-03T01:18:12.545+0000
UA000000107388571,1593879884231619,null,2025-02-03T01:18:12.545+0000
UA000000107388621,1593879889503719,tyu90@yahoo.com,2025-02-03T01:18:12.545+0000
UA000000107388621,1593879889503719,null,2025-02-03T01:18:12.545+0000
UA000000107388672,1593879895072086,null,2025-02-03T01:18:12.545+0000
UA000000107388886,1593879920642871,null,2025-02-03T01:18:12.545+0000
UA000000107388994,1593879931463481,null,2025-02-03T01:18:12.545+0000
UA000000107388998,1593879931646072,null,2025-02-03T01:18:12.545+0000
UA000000107389000,1593879931998367,null,2025-02-03T01:18:12.545+0000
UA000000107389025,1593879934123182,null,2025-02-03T01:18:12.545+0000
UA000000107389134,1593879945728046,null,2025-02-03T01:18:12.545+0000
UA000000107389189,1593879953577914,null,2025-02-03T01:18:12.545+0000
UA000000107389227,1593879958269921,null,2025-02-03T01:18:12.545+0000
UA000000107389466,1593879986086280,null,2025-02-03T01:18:12.545+0000
UA000000107389508,1593879989585638,null,2025-02-03T01:18:12.545+0000
UA000000107389522,1593879991213990,null,2025-02-03T01:18:12.545+0000
UA000000107389632,1593880004350404,vvincent@rodriguez-robinson.info,2025-02-03T01:18:12.545+0000
UA000000107389632,1593880004350404,null,2025-02-03T01:18:12.545+0000
UA000000107389646,1593880006191538,null,2025-02-03T01:18:12.545+0000
UA000000107389648,1593880006994297,null,2025-02-03T01:18:12.545+0000
UA000000107389757,1593880018826136,null,2025-02-03T01:18:12.545+0000
UA000000107389777,1593880021223028,null,2025-02-03T01:18:12.545+0000
UA000000107389788,1593880022254274,null,2025-02-03T01:18:12.545+0000
UA000000107390001,1593880045941529,null,2025-02-03T01:18:12.545+0000
UA000000107390063,1593880050437337,null,2025-02-03T01:18:12.545+0000
UA000000107390077,1593880051341805,null,2025-02-03T01:18:12.545+0000
UA000000107390411,1593880083228962,sanchezstephanie@myers.biz,2025-02-03T01:18:12.545+0000
UA000000107390411,1593880083228962,null,2025-02-03T01:18:12.545+0000
UA000000107390422,1593880084619479,null,2025-02-03T01:18:12.545+0000
UA000000107390507,1593880092810800,null,2025-02-03T01:18:12.545+0000
UA000000107390621,1593880103188532,null,2025-02-03T01:18:12.545+0000
